Pickup Date,Pickup Day,Pickup Time,Pickup Location,Vehicle
13-08-2014,Wednesday,6:24:00 PM,salida 213 st 5008 Broadway NYC,Skyline
13-08-2014,Wednesday,6:24:00 PM,"salida x la 178 1940 Webster Ave Tremont, BX",Prestige
13-08-2014,Wednesday,6:24:00 PM,"st barnabas 4422 3rd Ave Tremont, BX",Skyline
13-08-2014,Wednesday,6:25:00 PM,  how much longer for university  NYC,First Class
13-08-2014,Wednesday,6:25:00 PM," 10 E 208th St Williamsbridge, BX",Skyline
13-08-2014,Wednesday,6:25:00 PM," 1041 Prospect Ave Foxhurst, BX",Skyline
13-08-2014,Wednesday,6:25:00 PM,"credic card 1520 Sedgwick Ave Morris Heights, BX",First Class
13-08-2014,Wednesday,6:25:00 PM,P Mark 410 W 207 St NYC,American
13-08-2014,Wednesday,6:25:00 PM,por el medio 159-00 Riverside Dr NYC,Diplo
13-08-2014,Wednesday,6:25:00 PM,"south 1200 Waters Pl Morris Park, BX",Prestige
13-08-2014,Wednesday,6:25:00 PM,"stop & shop ne Broadway Kingsbridge, BX",Prestige
13-08-2014,Wednesday,6:26:00 PM," 1000 Pelham Pkwy S Morris Park, BX",Prestige
13-08-2014,Wednesday,6:26:00 PM,"prueba 268 W Fordham Rd Jerome, BX",Skyline
13-08-2014,Wednesday,6:26:00 PM,river bank sw Riverside Dr NYC,Diplo
13-08-2014,Wednesday,6:26:00 PM,river bank sw Riverside Dr NYC,Skyline
13-08-2014,Wednesday,6:26:00 PM,salida x la 213 5008 US Hwy 9 NYC,First Class
13-08-2014,Wednesday,6:26:00 PM,storage nw   10 Ave NYC,American
13-08-2014,Wednesday,6:26:00 PM,target arriba 40 W 225 St NYC,American
13-08-2014,Wednesday,6:26:00 PM,"tj max ne E Fordham Rd Fordham, BX",Prestige
13-08-2014,Wednesday,6:27:00 PM," 1 Ploughmans Bush Riverdale, BX",Prestige
13-08-2014,Wednesday,6:27:00 PM," 1044 Boynton Ave Soundview, BX",American
13-08-2014,Wednesday,6:27:00 PM,"8 f h a .. 2400 Sedgwick Ave Jerome, BX",Diplo
13-08-2014,Wednesday,6:27:00 PM,"9 F H A 2400 Sedgwick Ave Jerome, BX",Diplo
13-08-2014,Wednesday,6:27:00 PM,"BASE 170 W Fordham Rd Jerome, BX",First Class
13-08-2014,Wednesday,6:27:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Carmel
13-08-2014,Wednesday,6:27:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
13-08-2014,Wednesday,6:27:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo
13-08-2014,Wednesday,6:27:00 PM,"ESQUINA NE Prospect Ave Tremont, BX",Prestige
13-08-2014,Wednesday,6:27:00 PM,que hable ingles 66   Overlook Ter NYC,Skyline
13-08-2014,Wednesday,6:27:00 PM,storage nw   Broadway NYC,First Class
13-08-2014,Wednesday,6:28:00 PM,  test NYC,First Class
13-08-2014,Wednesday,6:28:00 PM," 1000 Duncan St Baychester, BX",Diplo
13-08-2014,Wednesday,6:28:00 PM,"5-10 c fha  2400 Sedgwick Ave Jerome, BX",Carmel
13-08-2014,Wednesday,6:28:00 PM,"8 f h a .. 2400 Sedgwick Ave Jerome, BX",Carmel
13-08-2014,Wednesday,6:28:00 PM,"8 f h a .. 2400 Sedgwick Ave Jerome, BX",Prestige
13-08-2014,Wednesday,6:28:00 PM,"BASE 170 W Fordham Rd Jerome, BX",American
13-08-2014,Wednesday,6:28:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
13-08-2014,Wednesday,6:28:00 PM,"IT ON 181 2121 Grand Concourse Tremont, BX",Skyline
13-08-2014,Wednesday,6:28:00 PM,"niÒas 2336 Andrews Ave N Jerome, BX",Skyline
13-08-2014,Wednesday,6:28:00 PM,pathmark 420 West 207 St NYC,Skyline
13-08-2014,Wednesday,6:28:00 PM,river bank sw Riverside Dr NYC,Diplo
13-08-2014,Wednesday,6:28:00 PM,"salida 229th st 2840 Bailey Ave Kingsbridge, BX",Skyline
13-08-2014,Wednesday,6:28:00 PM,suv 682 Academy St NYC,Skyline
13-08-2014,Wednesday,6:28:00 PM,"target arriba 40 W 225th St Kingsbridge, BX",First Class
13-08-2014,Wednesday,6:28:00 PM,target frente 40 W 225 St NYC,Skyline
13-08-2014,Wednesday,6:29:00 PM,"picina 300 W Tremont Ave Morris Heights, BX",Prestige
13-08-2014,Wednesday,6:29:00 PM,salida 183st 4300 Broadway NYC,First Class
13-08-2014,Wednesday,6:29:00 PM,"slim jim ford taurus 3515 Johnson Ave Kingsbridge, BX",First Class
13-08-2014,Wednesday,6:29:00 PM,SUBIENDO/LA PIZERIA SW Broadway NYC,Skyline
13-08-2014,Wednesday,6:29:00 PM,SUV  555 Edgecombe Ave NYC,Carmel
13-08-2014,Wednesday,6:29:00 PM,target 40 W 225 St NYC,First Class
13-08-2014,Wednesday,6:29:00 PM,"TARGET PARKEO NW W 225th St Kingsbridge, BX",First Class
13-08-2014,Wednesday,6:29:00 PM,"texxxxx 268 W Fordham Rd Jerome, BX",First Class
13-08-2014,Wednesday,6:30:00 PM," 1 Orchard Beach Rd City Island, BX",American
13-08-2014,Wednesday,6:30:00 PM,55 Overlook Ter NYC,Prestige
13-08-2014,Wednesday,6:30:00 PM,55 Water St NYC,Skyline
13-08-2014,Wednesday,6:30:00 PM,"55 Whaley Freeport, LI",Carmel
13-08-2014,Wednesday,6:30:00 PM,550 West 45th Street New York,Carmel
13-08-2014,Wednesday,6:30:00 PM,555 W 59 St Nyc,First Class
13-08-2014,Wednesday,6:30:00 PM,"BASE 170 W Fordham Rd Jerome, BX",First Class
13-08-2014,Wednesday,6:30:00 PM,riteaid sw Broadway NYC,Skyline
13-08-2014,Wednesday,6:30:00 PM,salon 4876 Broadway NYC,Diplo
13-08-2014,Wednesday,6:30:00 PM,ueva espana nw W 207 St NYC,American
14-08-2014,Thursday,6:30:00 PM,55 Overlook Ter NYC,First Class
14-08-2014,Thursday,6:30:00 PM,55 Overlook Ter NYC,First Class
14-08-2014,Thursday,6:30:00 PM,55 Overlook Ter NYC,American
14-08-2014,Thursday,6:30:00 PM,55 Overlook Ter NYC,Skyline
14-08-2014,Thursday,6:30:00 PM,55 W 44 St Nyc,Skyline
14-08-2014,Thursday,6:30:00 PM,55 Wall St Nyc,Skyline
14-08-2014,Thursday,6:30:00 PM,550  Madison Ave NYC,Skyline
14-08-2014,Thursday,6:30:00 PM,550 Broadway Nyc,First Class
14-08-2014,Thursday,6:30:00 PM,552 W 43 ST NYC,Skyline
14-08-2014,Thursday,6:30:00 PM,"55-30 Junction Boulevard Elmhurst, QU",First Class
14-08-2014,Thursday,6:30:00 PM,555 E 90 St Nyc,Carmel
14-08-2014,Thursday,6:30:00 PM,555 W 53 St NYC,First Class
14-08-2014,Thursday,6:30:00 PM,555 W 57 St Nyc,Skyline
14-08-2014,Thursday,6:30:00 PM,555 W 59 ST NYC,Skyline
14-08-2014,Thursday,6:30:00 PM,555 W 59 St Nyc,Skyline
14-08-2014,Thursday,6:30:00 PM,"557 15th Avenue Newark (City), NJ",Carmel
14-08-2014,Thursday,6:30:00 PM,"9  fordham hill 2400 Sedgwick Ave Jerome, BX",First Class
14-08-2014,Thursday,6:30:00 PM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class
14-08-2014,Thursday,6:30:00 PM,"apt#4 2400 Sedgwick Ave Jerome, BX",Carmel
14-08-2014,Thursday,6:30:00 PM,"BASE  170 W Fordham Rd Jerome, BX",Skyline
14-08-2014,Thursday,6:30:00 PM,"cvs 310 E Gun Hill Rd Williamsbridge, BX",Diplo
14-08-2014,Thursday,6:30:00 PM,por el parqueo 21 W 112 St NYC,First Class
14-08-2014,Thursday,6:30:00 PM,"PRUEBA 268 W Fordham Rd Jerome, BX",Skyline
14-08-2014,Thursday,6:30:00 PM,salida 212st 4996 Broadway NYC,Diplo
14-08-2014,Thursday,6:30:00 PM,"salida x la 178 1940 Webster Ave Tremont, BX",Diplo
14-08-2014,Thursday,6:30:00 PM,skina nw Dyckman St NYC,Diplo
14-08-2014,Thursday,6:30:00 PM,stop & shop supermarket 5716 Broadway Bronx,American
14-08-2014,Thursday,6:30:00 PM,"storage  245 W Fordham Rd Jerome, BX",American
14-08-2014,Thursday,6:30:00 PM,target arriba 40 W 225 St NYC,Skyline
14-08-2014,Thursday,6:30:00 PM,un nino 235 paga 210 Sherman Ave NYC,Skyline
14-08-2014,Thursday,6:31:00 PM,  opera house hotel  Bronx,First Class
14-08-2014,Thursday,6:31:00 PM," 1 Orchard Beach Rd City Island, BX",Skyline
14-08-2014,Thursday,6:31:00 PM,"9 F H A 2400 Sedgwick Ave Jerome, BX",Carmel
14-08-2014,Thursday,6:31:00 PM,"BASE  170 W Fordham Rd Jerome, BX",Diplo
14-08-2014,Thursday,6:31:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo
14-08-2014,Thursday,6:31:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Prestige
14-08-2014,Thursday,6:31:00 PM,"esquina ne Grand Ave Jerome, BX",First Class
14-08-2014,Thursday,6:31:00 PM,"LA AGUILITA NW Ogden Ave High Bridge, BX",Diplo
14-08-2014,Thursday,6:31:00 PM,la cerveseria sw 9 Ave NYC,Carmel
14-08-2014,Thursday,6:31:00 PM,"LA SORSA 3510 Webster Ave Williamsbridge, BX",First Class
14-08-2014,Thursday,6:31:00 PM,"motel 1990 E Gun Hill Rd Baychester, BX",First Class
14-08-2014,Thursday,6:31:00 PM,pc richards  NW   Broadway NYC,First Class
14-08-2014,Thursday,6:31:00 PM,por el frente 150 W 225 St NYC,First Class
14-08-2014,Thursday,6:31:00 PM,storage SW 10 Ave NYC,First Class
14-08-2014,Thursday,6:31:00 PM,"target alfrente 40 W 225th St Kingsbridge, BX",First Class
14-08-2014,Thursday,6:32:00 PM," 100 Elgar Pl Co-Op City, BX",Skyline
14-08-2014,Thursday,6:32:00 PM,"barber nw E 188th St Jerome, BX",Diplo
14-08-2014,Thursday,6:32:00 PM,"liquor store 189 W Burnside Ave Morris Heights, BX",First Class
14-08-2014,Thursday,6:32:00 PM,mcdonalds 3809 Broadway NYC,American
14-08-2014,Thursday,6:32:00 PM,post office ne Vermilyea Ave NYC,Diplo
14-08-2014,Thursday,6:32:00 PM,salida 187st 66 Overlook Ter NYC,First Class
14-08-2014,Thursday,6:32:00 PM,"sears ne Webster Ave Fordham, BX",Skyline
15-08-2014,Friday,6:32:00 PM,  test NYC,Skyline
15-08-2014,Friday,6:32:00 PM," 100 Alcott Pl Co-Op City, BX",First Class
15-08-2014,Friday,6:32:00 PM,"BALLEYS  NW W 231st St Kingsbridge, BX",Diplo
15-08-2014,Friday,6:32:00 PM,EQUINA PARKE sw Central Park N NYC,Skyline
15-08-2014,Friday,6:32:00 PM,"main gate 2400 Sedgwick Ave Jerome, BX",First Class
15-08-2014,Friday,6:32:00 PM,"minivan 2650 Marion Ave Fordham, BX",Skyline
15-08-2014,Friday,6:32:00 PM,"riverdale station metro north  nw Palisade Ave Riverdale, BX",First Class
15-08-2014,Friday,6:32:00 PM,starbucks  nw Broadway NYC,Skyline
15-08-2014,Friday,6:32:00 PM,"town 5555 Broadway Kingsbridge, BX",Skyline
15-08-2014,Friday,6:32:00 PM,"uhaul 230 W 230th St Kingsbridge, BX",Skyline
15-08-2014,Friday,6:33:00 PM," 1   Orchard Beach Rd City Island, BX",Skyline
15-08-2014,Friday,6:33:00 PM," 1000 Pelham Pkwy S Morris Park, BX",First Class
15-08-2014,Friday,6:33:00 PM," 1000 Pelham Pkwy S Morris Park, BX",Prestige
15-08-2014,Friday,6:33:00 PM," 1000 Trinity Ave Morrisania, BX",First Class
15-08-2014,Friday,6:33:00 PM,"8 f h a .. 2400 Sedgwick Ave Jerome, BX",Skyline
15-08-2014,Friday,6:33:00 PM,"99& store 165 E Burnside Ave Morris Heights, BX",Skyline
15-08-2014,Friday,6:33:00 PM,"minivan 1235 E Tremont Ave Westfarms, BX",First Class
15-08-2014,Friday,6:33:00 PM,"ODEGA NE E 165th St Foxhurst, BX",Diplo
15-08-2014,Friday,6:33:00 PM,"PRUEBAAA 1700 Jerome Ave Morris Heights, BX",Skyline
15-08-2014,Friday,6:33:00 PM,"PRUEBAAA 1700 Jerome Ave Morris Heights, BX",First Class
15-08-2014,Friday,6:33:00 PM,que hable ingles 66 Overlook Ter NYC,First Class
15-08-2014,Friday,6:33:00 PM,salida 213st 5008 Broadway NYC,Diplo
15-08-2014,Friday,6:34:00 PM," 1   E 233rd St Wakefield, BX",American
15-08-2014,Friday,6:34:00 PM," 1 Orchard Beach Rd City Island, BX",Diplo
15-08-2014,Friday,6:34:00 PM," 1 W Mosholu Pkwy N Williamsbridge, BX",American
15-08-2014,Friday,6:34:00 PM," 1021 Hall Pl Foxhurst, BX",First Class
15-08-2014,Friday,6:34:00 PM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class
15-08-2014,Friday,6:34:00 PM,"6 FHA 2400 Sedgwick Ave Jerome, BX",Carmel
15-08-2014,Friday,6:34:00 PM,"99& store 165 E Burnside Ave Morris Heights, BX",First Class
15-08-2014,Friday,6:34:00 PM,el bote 1 Halleck St Bronx,Skyline
15-08-2014,Friday,6:34:00 PM,"marshall 50 W 225th St Kingsbridge, BX",American
15-08-2014,Friday,6:34:00 PM,motel nw W 153 St NYC,Skyline
15-08-2014,Friday,6:34:00 PM,on 133 st 95 Old Broadway NYC,Carmel
15-08-2014,Friday,6:34:00 PM,pathmark 410 W 207 St NYC,Diplo
15-08-2014,Friday,6:34:00 PM,por la 212 st 4996 Broadway NYC,Carmel
15-08-2014,Friday,6:34:00 PM,"punch poe bar sw W 238th St Kingsbridge, BX",Prestige
15-08-2014,Friday,6:34:00 PM,salida 132st 1960 Park Ave NYC,Skyline
15-08-2014,Friday,6:34:00 PM,slim jim  Vermilyea Ave NYC,Skyline
15-08-2014,Friday,6:34:00 PM,"TIMARIN REST NE Riverdale Ave Kingsbridge, BX",Skyline
15-08-2014,Friday,6:35:00 PM,"BALLEYS  NW W 231st St Kingsbridge, BX",Skyline
15-08-2014,Friday,6:35:00 PM,"BARBERIA 23 W 184th St Jerome, BX",Skyline
15-08-2014,Friday,6:35:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Carmel
15-08-2014,Friday,6:35:00 PM,salida 133st 95 Old Broadway NYC,Prestige
15-08-2014,Friday,6:35:00 PM,salida 215 st 55 Park Ter E NYC,Carmel
15-08-2014,Friday,6:36:00 PM," 100 Benchley Pl Co-Op City, BX",First Class
15-08-2014,Friday,6:36:00 PM," 1000 Pelham Pkwy S Morris Park, BX",Diplo
15-08-2014,Friday,6:36:00 PM," 1014 Hoe Ave Foxhurst, BX",Skyline
15-08-2014,Friday,6:36:00 PM,"alfrente de la escuela  nw Netherland Ave Kingsbridge, BX",Skyline
15-08-2014,Friday,6:36:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Carmel
15-08-2014,Friday,6:36:00 PM,"degan motel 3600 Bailey Ave Kingsbridge, BX",Prestige
15-08-2014,Friday,6:36:00 PM,"delivery 551 Wales Ave South Bronx, BX",Skyline
15-08-2014,Friday,6:36:00 PM,post office nw Vermilyea Ave NYC,Prestige
15-08-2014,Friday,6:36:00 PM,sabor latino nw   Broadway NYC,First Class
15-08-2014,Friday,6:36:00 PM,tina fish restaurant  W 207 St NYC,Skyline
15-08-2014,Friday,6:37:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
16-08-2014,Saturday,6:37:00 PM, 1000 Baychester Ave Bronx,Diplo
16-08-2014,Saturday,6:37:00 PM," 1001 E Gun Hill Rd Baychester, BX",Diplo
16-08-2014,Saturday,6:37:00 PM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Prestige
16-08-2014,Saturday,6:37:00 PM,"barberia grena 23 W 184th St Jerome, BX",Skyline
16-08-2014,Saturday,6:37:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo
16-08-2014,Saturday,6:37:00 PM,INTERPRICE NE E Fordham Rd Bronx,First Class
16-08-2014,Saturday,6:37:00 PM,por academy st 4841 Broadway NYC,Diplo
16-08-2014,Saturday,6:37:00 PM,post office nw Vermilyea Ave NYC,Skyline
16-08-2014,Saturday,6:37:00 PM,"prueba 268 W Fordham Rd Jerome, BX",First Class
16-08-2014,Saturday,6:37:00 PM,"salida por jerome menor 1  W 182nd St Morris Heights, BX",Diplo
16-08-2014,Saturday,6:37:00 PM,se§ora ciega 3784 10 Ave NYC,Skyline
16-08-2014,Saturday,6:38:00 PM,  917 683 3924 NYC,Skyline
16-08-2014,Saturday,6:38:00 PM," 1   E 233rd St Wakefield, BX",American
16-08-2014,Saturday,6:38:00 PM,"BALLEYS  NW W 231st St Kingsbridge, BX",Skyline
16-08-2014,Saturday,6:38:00 PM,"BARBERIA GREÒA 2386 Davidson Ave Jerome, BX",American
16-08-2014,Saturday,6:38:00 PM,JFK AA 1111,First Class
16-08-2014,Saturday,6:38:00 PM,"key food 2227 E Tremont Ave Parkchester, BX",Diplo
16-08-2014,Saturday,6:38:00 PM,"mcdonalds 1982 Westchester Ave Soundview, BX",Skyline
16-08-2014,Saturday,6:38:00 PM,"por atras 2700 Henry Hudson Pkwy E Kingsbridge, BX",First Class
16-08-2014,Saturday,6:38:00 PM,"por riverdale ave, parqueo 2750 Johnson Ave Kingsbridge, BX",Diplo
16-08-2014,Saturday,6:38:00 PM,"PRUEBA 268 W Fordham Rd Jerome, BX",Diplo
16-08-2014,Saturday,6:38:00 PM,"salida x la 178 1940 Webster Ave Tremont, BX",First Class
16-08-2014,Saturday,6:38:00 PM,"salida x la 178 1940 Webster Ave Tremont, BX",Skyline
16-08-2014,Saturday,6:38:00 PM,salon mecho 3988 10 Ave NYC,Prestige
16-08-2014,Saturday,6:38:00 PM,"stop & shop ne Broadway Kingsbridge, BX",Diplo
16-08-2014,Saturday,6:38:00 PM,"TIMARIN REST NE Riverdale Ave Kingsbridge, BX",Skyline
16-08-2014,Saturday,6:39:00 PM," 10 E 208th St Williamsbridge, BX",First Class
16-08-2014,Saturday,6:39:00 PM," 100 Alcott Pl Co-Op City, BX",Skyline
16-08-2014,Saturday,6:39:00 PM," 100 Aldrich St Co-Op City, BX",American
16-08-2014,Saturday,6:39:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo
16-08-2014,Saturday,6:39:00 PM,"BALLEYS  NW W 231st St Kingsbridge, BX",Skyline
16-08-2014,Saturday,6:39:00 PM,"main gate 2400 Sedgwick Ave Jerome, BX",Prestige
16-08-2014,Saturday,6:39:00 PM,PARKE sw Edgecombe Ave NYC,Prestige
16-08-2014,Saturday,6:39:00 PM,"por lon the side 229 st 2840 Bailey Ave Kingsbridge, BX",Carmel
16-08-2014,Saturday,6:39:00 PM,"salida x la 178 1940 Webster Ave Tremont, BX",Diplo
16-08-2014,Saturday,6:39:00 PM,school 608 Isham St NYC,First Class
16-08-2014,Saturday,6:39:00 PM,suv 4395 Broadway NYC,American
16-08-2014,Saturday,6:39:00 PM,vacca lounge 416 W 203 St NYC,Skyline
16-08-2014,Saturday,6:39:00 PM,vacca lounge 416 W 203 St NYC,First Class
16-08-2014,Saturday,6:40:00 PM," 1000 Duncan St Baychester, BX",Skyline
16-08-2014,Saturday,6:40:00 PM,55 Overlook Ter NYC,Skyline
16-08-2014,Saturday,6:40:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo
16-08-2014,Saturday,6:40:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline
16-08-2014,Saturday,6:40:00 PM,"7 fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline
16-08-2014,Saturday,6:40:00 PM,"9 F H A 2400 Sedgwick Ave Jerome, BX",Skyline
16-08-2014,Saturday,6:40:00 PM,"9 fordham hill 2400 Sedgwick Ave Jerome, BX",First Class
16-08-2014,Saturday,6:40:00 PM,"AGENCIA 364 E 188th St Fordham, BX",American
16-08-2014,Saturday,6:40:00 PM,"aL CRUZAR DEL PARKING 2400 Sedgwick Ave Jerome, BX",American
16-08-2014,Saturday,6:40:00 PM,"delivery 2327 Andrews Ave N Jerome, BX",First Class
16-08-2014,Saturday,6:40:00 PM,"minivan 1171 Washington Ave Morrisania, BX",Skyline
16-08-2014,Saturday,6:40:00 PM,"por el parqueo 150 W 225th St Kingsbridge, BX",Skyline
16-08-2014,Saturday,6:40:00 PM,"PRUEBAAA 268 W Fordham Rd Jerome, BX",First Class
16-08-2014,Saturday,6:40:00 PM,"rest  nw Broadway Kingsbridge, BX",Prestige
16-08-2014,Saturday,6:40:00 PM,salida por beak st 91 Payson Ave NYC,Prestige
16-08-2014,Saturday,6:41:00 PM, 1 Bogardus Pl NYC,First Class
16-08-2014,Saturday,6:41:00 PM,"crown motor inn nw Boston Rd Baychester, BX",Prestige
16-08-2014,Saturday,6:41:00 PM,"ket food 2711 White Plains Rd Williamsbridge, BX",Prestige
16-08-2014,Saturday,6:41:00 PM,target arriba 40 W 225 St NYC,Diplo
16-08-2014,Saturday,6:41:00 PM,"top nd shop nw   W 234th St Kingsbridge, BX",Skyline
16-08-2014,Saturday,6:41:00 PM,united palace 4140 Broadway NYC,Skyline
17-08-2014,Sunday,6:41:00 PM," 100 de Kruif Pl Co-Op City, BX",First Class
17-08-2014,Sunday,6:41:00 PM," 100 Playland Pkwy RYE, NY.",First Class
17-08-2014,Sunday,6:41:00 PM,"MINIVAN 1409 Fulton Ave Morrisania, BX",First Class
17-08-2014,Sunday,6:41:00 PM,salon mecho 3988 10 Ave NYC,First Class
17-08-2014,Sunday,6:41:00 PM,"school 231 W 246th St Riverdale, BX",First Class
17-08-2014,Sunday,6:41:00 PM,SCHOOL 508 W 158 St NYC,Skyline
17-08-2014,Sunday,6:41:00 PM,"uppp ne Grand Concourse Fordham, BX",Skyline
17-08-2014,Sunday,6:42:00 PM,"  Saint Marys St Mott Haven, BX",Skyline
17-08-2014,Sunday,6:42:00 PM," 1 Orchard Beach Rd City Island, BX",First Class
17-08-2014,Sunday,6:42:00 PM,"5 fordham hill 2400 Sedgwick Ave Jerome, BX",Prestige
17-08-2014,Sunday,6:42:00 PM,"8 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline
17-08-2014,Sunday,6:42:00 PM,"ALFRENTE 1800 University Ave Morris Heights, BX",Prestige
17-08-2014,Sunday,6:42:00 PM,"BALLEYS  NW W 231st St Kingsbridge, BX",Prestige
17-08-2014,Sunday,6:42:00 PM,"BARBERIA GREÒA 2386 Davidson Ave Jerome, BX",Skyline
17-08-2014,Sunday,6:42:00 PM,por el frente 150 W 225 St NYC,Diplo
17-08-2014,Sunday,6:42:00 PM,POST OFFICE NW W 204 St NYC,First Class
17-08-2014,Sunday,6:42:00 PM,pruebaaaaaaaaaaa 268 W Fordham Rd Bronx,Skyline
17-08-2014,Sunday,6:42:00 PM,rite aid nw   Broadway NYC,Skyline
17-08-2014,Sunday,6:42:00 PM,"salon 53 W 181st St Morris Heights, BX",American
17-08-2014,Sunday,6:42:00 PM,walgreens pharmacy ne   Broadway NYC,Skyline
17-08-2014,Sunday,6:43:00 PM,  LET ME KNOW   NYC,First Class
17-08-2014,Sunday,6:43:00 PM," 1001 E Gun Hill Rd Baychester, BX",First Class
17-08-2014,Sunday,6:43:00 PM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",American
17-08-2014,Sunday,6:43:00 PM,"99& store 165 E Burnside Ave Morris Heights, BX",Skyline
17-08-2014,Sunday,6:43:00 PM,"delevery 1055 University Ave High Bridge, BX",Prestige
17-08-2014,Sunday,6:43:00 PM,sale por la 139 st 626 Riverside Dr NYC,Skyline
17-08-2014,Sunday,6:43:00 PM,"sale por quimby 2045 Story Ave Clason Point, BX",First Class
17-08-2014,Sunday,6:43:00 PM,"STORAGE 301 W Fordham Rd Jerome, BX",First Class
17-08-2014,Sunday,6:43:00 PM,suburban o scalade 545 Academy St NYC,Skyline
17-08-2014,Sunday,6:43:00 PM,tao restaurant 251 Dyckman St NYC,First Class
17-08-2014,Sunday,6:43:00 PM,"w b ne Southern Blvd Westfarms, BX",American
17-08-2014,Sunday,6:44:00 PM," 1 E 198th St Jerome, BX",Diplo
17-08-2014,Sunday,6:44:00 PM," 100 E Mosholu Pkwy S Fordham, BX",First Class
17-08-2014,Sunday,6:44:00 PM," 100 Playland Pkwy RYE, NY.",Skyline
17-08-2014,Sunday,6:44:00 PM," 1001 E Gun Hill Rd Baychester, BX",First Class
17-08-2014,Sunday,6:44:00 PM," 1017 Faile St Foxhurst, BX",Skyline
17-08-2014,Sunday,6:44:00 PM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",American
17-08-2014,Sunday,6:44:00 PM,"9 fordham hill 2400 Sedgwick Ave Jerome, BX",First Class
17-08-2014,Sunday,6:44:00 PM,"emergencia 3415 Bainbridge Ave Williamsbridge, BX",Carmel
17-08-2014,Sunday,6:44:00 PM,"por el parqueo 150 W 225th St Kingsbridge, BX",American
17-08-2014,Sunday,6:44:00 PM,"PRUEBA 268 W Fordham Rd Jerome, BX",Carmel
17-08-2014,Sunday,6:44:00 PM,rite aid pharmacy ne   Broadway NYC,Skyline
17-08-2014,Sunday,6:44:00 PM,"starage post 301 W Fordham Rd Jerome, BX",Skyline
17-08-2014,Sunday,6:44:00 PM,tiwn donuts nw Broadway NYC,Prestige
17-08-2014,Sunday,6:45:00 PM,  146 willis corner job  Bronx,Diplo
17-08-2014,Sunday,6:45:00 PM,"550 us highway one Newark (City), NJ",Diplo
17-08-2014,Sunday,6:45:00 PM,"6 FORDHAM HILLL 2400 Sedgwick Ave Jerome, BX",Skyline
17-08-2014,Sunday,6:45:00 PM,"99& store 165 E Burnside Ave Morris Heights, BX",Carmel
17-08-2014,Sunday,6:45:00 PM,"alcrusar la el parkeo 2400 Sedgwick Ave Jerome, BX",Skyline
17-08-2014,Sunday,6:45:00 PM,"denys store 125 E Fordham Rd Jerome, BX",Prestige
17-08-2014,Sunday,6:45:00 PM,"PRUEBABABABAB 268 W Fordham Rd Jerome, BX",Diplo
18-08-2014,Monday,6:45:00 PM," 100 Alcott Pl Co-Op City, BX",Prestige
18-08-2014,Monday,6:45:00 PM,55 Overlook Ter NYC,Skyline
18-08-2014,Monday,6:45:00 PM,55 Wall St Nyc,Skyline
18-08-2014,Monday,6:45:00 PM,550 W 120 St NYC,Skyline
18-08-2014,Monday,6:45:00 PM,555 W 59 St NYC,Skyline
18-08-2014,Monday,6:45:00 PM,556 3 Ave Nyc,Skyline
18-08-2014,Monday,6:45:00 PM,"ALCRUSAR LA CALLE 170 W Fordham Rd Jerome, BX",Skyline
18-08-2014,Monday,6:45:00 PM,JFK AA 1111,Skyline
18-08-2014,Monday,6:46:00 PM, 100 E Mosholu Parkway South Bronx,Skyline
18-08-2014,Monday,6:46:00 PM,"esquina nw Arthur Ave Fordham, BX",Skyline
18-08-2014,Monday,6:46:00 PM,"rite aid pharmacy nw   Broadway Kingsbridge, BX",Skyline
18-08-2014,Monday,6:46:00 PM,"SALE POR POR LA 169 ST 1295 Morris Ave Morrisania, BX",Skyline
18-08-2014,Monday,6:46:00 PM,"south 1200 Waters Pl Morris Park, BX",Skyline
18-08-2014,Monday,6:46:00 PM,"stop nd shop nw   W 234th St Kingsbridge, BX",Diplo
18-08-2014,Monday,6:47:00 PM, 1  EL SENOR ES MI PASTOR Y NADA ME FALTARA! Bronx,Diplo
18-08-2014,Monday,6:47:00 PM," 1  Orchard Beach Rd City Island, BX",First Class
